GEO_TTL,State,ESTAB,EMP,EMPSZES_TTL,PAYANN,YEAR
Puerto Rico,72,97,65964,Establishments with 500 to 999 employees,1989075,2011
Puerto Rico,72,33,62949,"Establishments with 1,000 employees or more",1835940,2011
Virgin Islands of the United States,78,2725,32454,All establishments,1083493,2011
Virgin Islands of the United States,78,1369,2657,Establishments with 1 to 4 employees,90235,2011
Virgin Islands of the United States,78,618,4041,Establishments with 5 to 9 employees,118535,2011
Virgin Islands of the United States,78,411,5497,Establishments with 10 to 19 employees,156972,2011
Virgin Islands of the United States,78,238,7019,Establishments with 20 to 49 employees,195561,2011
Virgin Islands of the United States,78,51,3371,Establishments with 50 to 99 employees,97267,2011
Virgin Islands of the United States,78,29,4729,Establishments with 100 to 249 employees,121036,2011
Virgin Islands of the United States,78,5,1836,Establishments with 250 to 499 employees,81054,2011
Virgin Islands of the United States,78,3,1817,Establishments with 500 to 999 employees,78380,2011
Virgin Islands of the United States,78,1,0,"Establishments with 1,000 employees or more",0,2011
Alabama,01,97938,1585761,All establishments,61284931,2012
Alabama,01,48789,94080,Establishments with 1 to 4 employees,3353527,2012
Alabama,01,20913,138248,Establishments with 5 to 9 employees,4386835,2012
Alabama,01,13783,186178,Establishments with 10 to 19 employees,6172321,2012
Alabama,01,9267,277532,Establishments with 20 to 49 employees,9454606,2012
Alabama,01,2817,194023,Establishments with 50 to 99 employees,7225900,2012
Alabama,01,1639,245393,Establishments with 100 to 249 employees,9623406,2012
Alabama,01,465,161326,Establishments with 250 to 499 employees,6581733,2012
Alabama,01,179,122615,Establishments with 500 to 999 employees,5997844,2012
Alabama,01,86,166366,"Establishments with 1,000 employees or more",8488759,2012
Alaska,02,20427,258219,All establishments,13986403,2012
Alaska,02,11631,18549,Establishments with 1 to 4 employees,1061085,2012
Alaska,02,3930,26149,Establishments with 5 to 9 employees,1167170,2012
Alaska,02,2550,34233,Establishments with 10 to 19 employees,1616838,2012
Alaska,02,1468,43060,Establishments with 20 to 49 employees,2094208,2012
Alaska,02,472,31817,Establishments with 50 to 99 employees,1617494,2012
Alaska,02,255,38778,Establishments with 100 to 249 employees,2022732,2012
Alaska,02,81,27959,Establishments with 250 to 499 employees,1794458,2012
Alaska,02,27,18229,Establishments with 500 to 999 employees,1185506,2012
Alaska,02,13,19445,"Establishments with 1,000 employees or more",1426912,2012
Arizona,04,131375,2134252,All establishments,90838616,2012
Arizona,04,71374,117683,Establishments with 1 to 4 employees,5502997,2012
Arizona,04,24194,161170,Establishments with 5 to 9 employees,5558365,2012
Arizona,04,16909,229204,Establishments with 10 to 19 employees,7894665,2012
Arizona,04,11728,352811,Establishments with 20 to 49 employees,12281390,2012
Arizona,04,3989,274008,Establishments with 50 to 99 employees,10006257,2012
Arizona,04,2254,335376,Establishments with 100 to 249 employees,14122458,2012
Arizona,04,573,198082,Establishments with 250 to 499 employees,9196223,2012
Arizona,04,221,151497,Establishments with 500 to 999 employees,7048847,2012
Arizona,04,133,314421,"Establishments with 1,000 employees or more",19227414,2012
Arkansas,05,64815,978519,All establishments,35633588,2012
Arkansas,05,33524,61006,Establishments with 1 to 4 employees,2247613,2012
Arkansas,05,13702,90608,Establishments with 5 to 9 employees,2871498,2012
Arkansas,05,8631,115927,Establishments with 10 to 19 employees,3847998,2012
Arkansas,05,5786,173034,Establishments with 20 to 49 employees,5736716,2012
Arkansas,05,1757,121741,Establishments with 50 to 99 employees,4097436,2012
Arkansas,05,975,145482,Establishments with 100 to 249 employees,5632772,2012
Arkansas,05,280,99011,Establishments with 250 to 499 employees,3808462,2012
Arkansas,05,102,70572,Establishments with 500 to 999 employees,3258889,2012
Arkansas,05,58,101138,"Establishments with 1,000 employees or more",4132204,2012
California,06,864913,12952818,All establishments,700102379,2012
California,06,487822,820620,Establishments with 1 to 4 employees,45515874,2012
California,06,154752,1024250,Establishments with 5 to 9 employees,40892902,2012
California,06,105951,1436139,Establishments with 10 to 19 employees,58110104,2012
California,06,73108,2191133,Establishments with 20 to 49 employees,95136279,2012
California,06,24984,1717738,Establishments with 50 to 99 employees,81205137,2012
California,06,13180,1961660,Establishments with 100 to 249 employees,104942148,2012
California,06,3182,1076706,Establishments with 250 to 499 employees,68018642,2012
California,06,1153,786701,Establishments with 500 to 999 employees,57174365,2012
California,06,781,1937871,"Establishments with 1,000 employees or more",149106928,2012
Colorado,08,153112,2035803,All establishments,97691175,2012
Colorado,08,91635,144524,Establishments with 1 to 4 employees,6565419,2012
Colorado,08,25986,171758,Establishments with 5 to 9 employees,6553951,2012
Colorado,08,17386,235275,Establishments with 10 to 19 employees,9059210,2012
Colorado,08,11386,339566,Establishments with 20 to 49 employees,13991205,2012
Colorado,08,3835,263628,Establishments with 50 to 99 employees,12122292,2012
Colorado,08,2076,307697,Establishments with 100 to 249 employees,15111574,2012
Colorado,08,514,176867,Establishments with 250 to 499 employees,10126766,2012
Colorado,08,173,113171,Establishments with 500 to 999 employees,7650056,2012
Colorado,08,121,283317,"Establishments with 1,000 employees or more",16510702,2012
Connecticut,09,88210,1463732,All establishments,84561759,2012
Connecticut,09,46025,82839,Establishments with 1 to 4 employees,4146212,2012
Connecticut,09,17412,115952,Establishments with 5 to 9 employees,5105655,2012
Connecticut,09,11920,160227,Establishments with 10 to 19 employees,7405194,2012
Connecticut,09,7937,239150,Establishments with 20 to 49 employees,11620526,2012
Connecticut,09,2660,182026,Establishments with 50 to 99 employees,10130240,2012
Connecticut,09,1700,260540,Establishments with 100 to 249 employees,14186892,2012
Connecticut,09,358,121158,Establishments with 250 to 499 employees,7510792,2012
Connecticut,09,116,78833,Establishments with 500 to 999 employees,6173969,2012
Connecticut,09,82,223007,"Establishments with 1,000 employees or more",18282279,2012
Delaware,10,23861,363688,All establishments,18315395,2012
Delaware,10,13219,22384,Establishments with 1 to 4 employees,1013182,2012
Delaware,10,4309,28630,Establishments with 5 to 9 employees,1129884,2012
Delaware,10,3073,41650,Establishments with 10 to 19 employees,1650348,2012
Delaware,10,2050,61649,Establishments with 20 to 49 employees,2403176,2012
Delaware,10,673,45563,Establishments with 50 to 99 employees,1928933,2012
Delaware,10,383,57958,Establishments with 100 to 249 employees,2650289,2012
Delaware,10,91,32239,Establishments with 250 to 499 employees,2022996,2012
Delaware,10,38,25474,Establishments with 500 to 999 employees,1520790,2012
Delaware,10,25,48141,"Establishments with 1,000 employees or more",3995797,2012
District of Columbia,11,21592,482838,All establishments,33863527,2012
District of Columbia,11,10626,19777,Establishments with 1 to 4 employees,1682127,2012
District of Columbia,11,3979,26507,Establishments with 5 to 9 employees,1763877,2012
District of Columbia,11,2998,40475,Establishments with 10 to 19 employees,2680367,2012
District of Columbia,11,2311,70713,Establishments with 20 to 49 employees,4593921,2012
District of Columbia,11,856,59335,Establishments with 50 to 99 employees,3938406,2012
District of Columbia,11,563,85774,Establishments with 100 to 249 employees,6499676,2012
District of Columbia,11,175,58885,Establishments with 250 to 499 employees,4191853,2012
District of Columbia,11,55,35956,Establishments with 500 to 999 employees,3285245,2012
District of Columbia,11,29,85416,"Establishments with 1,000 employees or more",5228055,2012
Florida,12,502414,6932382,All establishments,280304784,2012
Florida,12,310994,500875,Establishments with 1 to 4 employees,20496211,2012
Florida,12,82903,547226,Establishments with 5 to 9 employees,19602128,2012
Florida,12,52340,704968,Establishments with 10 to 19 employees,25235492,2012
Florida,12,34568,1032450,Establishments with 20 to 49 employees,38204646,2012
Florida,12,11889,820430,Establishments with 50 to 99 employees,29812151,2012
Florida,12,7156,1057441,Establishments with 100 to 249 employees,41615177,2012
Florida,12,1555,540883,Establishments with 250 to 499 employees,24524147,2012
Florida,12,619,424660,Establishments with 500 to 999 employees,19941822,2012
Florida,12,390,1303449,"Establishments with 1,000 employees or more",60873010,2012
Georgia,13,216308,3390540,All establishments,149290810,2012
Georgia,13,120013,202794,Establishments with 1 to 4 employees,8440880,2012
Georgia,13,39118,258885,Establishments with 5 to 9 employees,9222408,2012
Georgia,13,26964,365656,Establishments with 10 to 19 employees,13278648,2012
Georgia,13,18551,556958,Establishments with 20 to 49 employees,20926837,2012
Georgia,13,6435,442377,Establishments with 50 to 99 employees,17875461,2012
Georgia,13,3731,553914,Establishments with 100 to 249 employees,24439321,2012
Georgia,13,935,320571,Establishments with 250 to 499 employees,16746977,2012
Georgia,13,362,244086,Establishments with 500 to 999 employees,13092717,2012
Georgia,13,199,445299,"Establishments with 1,000 employees or more",25267561,2012
Hawaii,15,31496,492089,All establishments,19078553,2012
Hawaii,15,16326,29909,Establishments with 1 to 4 employees,1279265,2012
Hawaii,15,6432,42820,Establishments with 5 to 9 employees,1484382,2012
Hawaii,15,4249,57138,Establishments with 10 to 19 employees,2033267,2012
Hawaii,15,2751,82947,Establishments with 20 to 49 employees,3029628,2012
Hawaii,15,1048,72177,Establishments with 50 to 99 employees,2594170,2012
Hawaii,15,480,71078,Establishments with 100 to 249 employees,2719900,2012
Hawaii,15,128,44934,Establishments with 250 to 499 employees,1842112,2012
Hawaii,15,54,36465,Establishments with 500 to 999 employees,1526047,2012
Hawaii,15,28,54621,"Establishments with 1,000 employees or more",2569782,2012
Idaho,16,42899,493786,All establishments,17605429,2012
Idaho,16,25025,41321,Establishments with 1 to 4 employees,1465095,2012
Idaho,16,8174,54398,Establishments with 5 to 9 employees,1630974,2012
Idaho,16,5194,69360,Establishments with 10 to 19 employees,2161270,2012
Idaho,16,3017,89133,Establishments with 20 to 49 employees,2858981,2012
Idaho,16,882,60739,Establishments with 50 to 99 employees,1975400,2012
Idaho,16,446,66492,Establishments with 100 to 249 employees,2310950,2012
Idaho,16,93,32213,Establishments with 250 to 499 employees,1241714,2012
Idaho,16,45,30288,Establishments with 500 to 999 employees,1170897,2012
Idaho,16,23,49842,"Establishments with 1,000 employees or more",2790148,2012
Illinois,17,314199,5119826,All establishments,255694139,2012
Illinois,17,175288,290121,Establishments with 1 to 4 employees,13890372,2012
Illinois,17,56244,373587,Establishments with 5 to 9 employees,14483715,2012
Illinois,17,38856,524541,Establishments with 10 to 19 employees,20895305,2012
Illinois,17,26408,795514,Establishments with 20 to 49 employees,34932208,2012
Illinois,17,9533,657493,Establishments with 50 to 99 employees,30253283,2012
Illinois,17,5579,842852,Establishments with 100 to 249 employees,40724317,2012
Illinois,17,1393,473392,Establishments with 250 to 499 employees,27224380,2012
Illinois,17,540,373770,Establishments with 500 to 999 employees,22801154,2012
Illinois,17,358,788556,"Establishments with 1,000 employees or more",50489405,2012
Indiana,18,143974,2512908,All establishments,99677281,2012
Indiana,18,71585,130973,Establishments with 1 to 4 employees,4947438,2012
Indiana,18,29736,197066,Establishments with 5 to 9 employees,6174481,2012
Indiana,18,20251,272888,Establishments with 10 to 19 employees,8722035,2012
Indiana,18,13675,411567,Establishments with 20 to 49 employees,13957238,2012
Indiana,18,4786,329793,Establishments with 50 to 99 employees,12070381,2012
Indiana,18,2784,413770,Establishments with 100 to 249 employees,16150400,2012
Indiana,18,739,253153,Establishments with 250 to 499 employees,11350622,2012
Indiana,18,252,176154,Establishments with 500 to 999 employees,7992203,2012
Indiana,18,166,327544,"Establishments with 1,000 employees or more",18312483,2012
Iowa,19,80649,1293694,All establishments,48946464,2012
Iowa,19,42432,76685,Establishments with 1 to 4 employees,2644474,2012
Iowa,19,15926,105529,Establishments with 5 to 9 employees,3284305,2012
Iowa,19,10999,148125,Establishments with 10 to 19 employees,4778313,2012
Iowa,19,7036,209989,Establishments with 20 to 49 employees,7129407,2012
Iowa,19,2429,166324,Establishments with 50 to 99 employees,5803592,2012
Iowa,19,1232,186353,Establishments with 100 to 249 employees,7163422,2012
Iowa,19,387,132574,Establishments with 250 to 499 employees,5427396,2012
Iowa,19,129,89408,Establishments with 500 to 999 employees,3817651,2012
Iowa,19,79,178707,"Establishments with 1,000 employees or more",8897904,2012
Kansas,20,73944,1134216,All establishments,45608072,2012
Kansas,20,39064,70584,Establishments with 1 to 4 employees,2600870,2012
Kansas,20,14613,97029,Establishments with 5 to 9 employees,3191756,2012
Kansas,20,9842,133021,Establishments with 10 to 19 employees,4456820,2012
Kansas,20,6481,193650,Establishments with 20 to 49 employees,7119152,2012
Kansas,20,2219,152308,Establishments with 50 to 99 employees,5585007,2012
Kansas,20,1235,185422,Establishments with 100 to 249 employees,7722145,2012
